,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm,Latitude,Longitude,Application Factor,Lime-cotton-tonnes,Lime-corn-tonnes,Lime-sorghum-tonnes,E-cotton-CO2,E-corn-CO2,E-sorghum-CO2,Urea_tonne_cotton,E-cotton-urea-CO2,Urea_tonne_corn,E-corn-urea-CO2,Urea_tonne_sorghum,E-sorghum-urea-CO2,E-N2O-cotton,E-N2O-corn,E-N2O-sorghum,Tillage,E-N20-T,E-CO2-T
15,COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,16673.0,1317.0,0.0,148.0,31.5593935,-87.3781004,0.45,3036.2983551,239.8371579,0.0,1203.467216027436,95.061855905244,0.0,1821.7802148884077,1337.1866777280914,89.6070996,65.7716111064,0.0,0.0,31972.439841455416,191.9775650632791,0.0,CT,24.181536189069426,271.04579025110786
16,COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,3800.0,832.0,0.0,148.0,31.3991238,-88.2019828,0.45,692.01306,151.51443840000002,0.0,274.28629646160005,60.05426280422401,0.0,415.2081099127901,304.76275267598794,56.6082816,41.5504786944,0.0,0.0,1660.7928703182856,76.61707742070621,0.0,CT,6.226174298375185,69.78788774002955
17,COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WILCOX,131,0.0,769.0,0.0,148.0,31.9523021,-87.3005169,0.45,0.0,140.0415903,0.0,0.0,55.506884731308,0.0,0.0,0.0,52.3218372,38.4042285048,0.0,0.0,0.0,65.45330921867235,0.0,CT,1.0336632200886264,11.586115214180207
18,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,2494.0,301.0,0.0,148.0,33.9510169,-86.5702002,0.45,454.17909779999997,54.81471870000001,0.0,180.018427204008,21.726361903932002,0.0,272.5076384532891,200.0206066247142,20.4796788,15.032084239199998,0.0,0.0,715.3872189697415,10.027944467966153,0.0,CT,3.756942392909897,42.11078286558346
19,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,5804.0,416.0,0.0,148.0,33.7514505,-85.8315666,0.45,1056.9588948,75.75721920000001,0.0,418.936227542928,30.027131402112005,0.0,634.1757552457457,465.4850043503774,28.3041408,20.7752393472,0.0,0.0,3874.387778350127,19.154269355176552,0.0,CT,8.360709010339734,93.71344165435747
20,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,19,29034.0,4486.0,0.0,148.0,34.1142554,-85.6004514,0.45,5287.3439958,816.9396282,0.0,2095.691666175288,323.80219103335196,0.0,3172.4084903178814,2328.547831893325,305.22205679999996,224.0329896912,0.0,0.0,96953.17225446706,2227.3961650585165,0.0,CT,45.05642540620384,505.02806499261453
21,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,43,0.0,4283.0,0.0,148.0,34.1335332,-86.8779268,0.45,0.0,779.9715621,0.0,0.0,309.149528353956,0.0,0.0,0.0,291.4101804,213.89507241360002,0.0,0.0,0.0,2030.3694860700082,0.0,CT,5.757060561299853,64.52968980797637
22,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,55,2075.0,1068.0,0.0,148.0,34.0371404,-86.022147,0.45,377.87555249999997,194.4920916,0.0,149.7747539889,77.08888542657598,0.0,226.72548107079987,166.41650310596714,72.6654384,53.336431785600006,0.0,0.0,495.2043838133082,126.24710688435479,0.0,CT,4.224711964549483,47.35391432791729
23,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,JACKSON,71,3815.0,19535.0,0.0,148.0,34.7692447,-85.9867941,0.45,694.7446904999999,3557.4934545,0.0,275.36900552658,1410.0481056256199,0.0,416.8470892940248,305.9657635418142,1329.137958,975.587261172,0.0,0.0,1673.930270983944,42238.234813908,0.0,CT,31.386262924667655,351.80206794682425
24,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,MARSHALL,95,0.0,3966.0,0.0,148.0,34.3396046,-86.3301801,0.45,0.0,722.2431042,0.0,0.0,286.268276780712,0.0,0.0,0.0,269.8418808,198.06394050720002,0.0,0.0,0.0,1740.9421849204384,0.0,CT,5.330960118168391,59.7536189069424
25,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,COLBERT,33,5199.0,22148.0,0.0,148.0,34.6473396,-87.7921769,0.45,946.7831313,4033.3434876,0.0,375.26696192206805,1598.656024745136,0.0,568.0702535359462,416.9635660953845,1506.9233424,1106.0817333216,0.0,0.0,3108.765140467314,54293.514960835324,0.0,CT,36.758892171344165,412.0227474150665
26,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,FRANKLIN,59,3262.0,1101.0,0.0,148.0,34.440962,-87.8339064,0.45,594.0385794,200.50167869999999,0.0,235.453131330984,79.47084536953199,0.0,356.42338277250565,261.61476295501916,74.9107188,54.984467599199995,0.0,0.0,1223.816183573064,134.1694276223556,0.0,CT,5.864593796159528,65.73500738552438
27,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,LAUDERDALE,77,18354.0,15885.0,0.0,148.0,34.9049555,-87.6747398,0.45,3342.4230798000003,2892.7966994999997,0.0,1324.8028119095281,1146.5888998138198,0.0,2005.4551708787762,1472.004095425022,1080.7963379999999,793.304512092,0.0,0.0,38744.47079236826,27928.870186011292,0.0,CT,46.022880354505176,515.8608567208272
28,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,LAWRENCE,79,18804.0,22925.0,0.0,148.0,34.4776367,-87.3017331,0.45,3424.3719948000003,4174.8419475,0.0,1357.2840838589282,1654.7403543111,0.0,2054.6245523158173,1508.09442139981,1559.78949,1144.88548566,0.0,0.0,40667.62063058704,58169.80631921552,0.0,CT,56.09067946824225,628.7087149187593
29,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,LIMESTONE,83,28058.0,16886.0,276.0,148.0,34.8342463,-86.9901321,0.45,5109.6059046,3075.0875082,50.2620012,2025.2433963472558,1218.841684750152,19.921846795632,3065.7655652455433,2250.271924890229,1148.9031768,843.2949317712,1.2519084,0.9189007656,90544.42191686603,31559.673311008577,0.5620874895541513,CT,60.78316100443132,681.3057607090104
30,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MADISON,89,30498.0,25499.0,0.0,148.0,34.7736807,-86.5675095,0.45,5553.9511326,4643.5897413,0.0,2201.364070917336,1840.533229861668,0.0,3332.372877926388,2445.961692397969,1734.9213611999999,1273.4322791207999,0.0,0.0,106977.14387303173,71965.64580032307,0.0,CT,75.26923190546529,843.6771048744462
31,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MARION,93,0.0,1197.0,0.0,148.0,34.1128132,-87.8544031,0.45,0.0,217.98411389999998,0.0,0.0,86.40018338540399,0.0,0.0,0.0,81.44244359999999,59.7787536024,0.0,0.0,0.0,158.58687084250852,0.0,CT,1.6089660265878878,18.03456425406204
32,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MORGAN,103,2205.0,1920.0,0.0,148.0,34.4296848,-86.8529584,0.45,401.5496835,349.648704,0.0,159.15823255206,138.58676031744,0.0,240.92996904150058,176.84259727646142,130.63449599999998,95.88572006399998,0.0,0.0,559.1978154646305,408.0199389268378,0.0,CT,5.544682422451994,62.14918759231906
33,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHAMBERS,17,0.0,144.0,0.0,148.0,32.8901658,-85.3866953,0.45,0.0,26.2236528,0.0,0.0,10.394007023808,0.0,0.0,0.0,9.797587199999999,7.1914290048,0.0,0.0,0.0,2.2951121564634622,0.0,CT,0.19355982274741507,2.169571639586411
34,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHILTON,21,0.0,486.0,0.0,148.0,32.8522565,-86.7032845,0.45,0.0,88.5048282,0.0,0.0,35.079773705352004,0.0,0.0,0.0,33.0668568,24.2710728912,0.0,0.0,0.0,26.142761907216627,0.0,CT,0.6532644017725259,7.3223042836041365
35,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,FAYETTE,57,5760.0,720.0,0.0,148.0,33.7303493,-87.7419088,0.45,1048.946112,131.118264,0.0,415.76028095232004,51.970035119040006,0.0,629.368082394124,461.95617247728705,48.987936,35.957145024,0.0,0.0,3815.8671422626016,57.37780391158657,0.0,CT,8.71019202363368,97.63072378138848
36,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LAMAR,75,0.0,0.0,0.0,148.0,33.7490016,-88.1003689,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,0.0,0.0
37,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LEE,81,983.0,210.0,0.0,148.0,32.5814796,-85.3077038,0.45,179.0128521,38.242827,0.0,70.953534058356,15.157926909719999,0.0,107.40778211691388,78.83731207381479,14.288148,10.487500632,0.0,0.0,111.1361414035309,4.881097902200942,0.0,CT,1.603589364844904,17.974298375184638
38,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,PICKENS,107,3175.0,3058.0,0.0,148.0,33.2948421,-88.1244034,0.45,578.1951225,556.8884046000001,0.0,229.1734187541,220.728288047256,0.0,346.91730236134435,254.63729993322679,208.0626504,152.7179853936,0.0,0.0,1159.406518583952,1035.032272179533,0.0,CT,8.378183161004431,93.90930576070902
39,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,0.0,1262.0,0.0,148.0,33.2651763,-85.4693961,0.45,0.0,229.82117939999998,0.0,0.0,91.09192266698399,0.0,0.0,0.0,85.86496559999999,63.02488475039999,0.0,0.0,0.0,176.27780696945382,0.0,CT,1.6963367799113738,19.013884785819794
40,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,SHELBY,117,5095.0,1386.0,0.0,148.0,33.2503347,-86.6639746,0.45,927.8438265,252.40265820000002,0.0,367.76017907154,100.04231760415202,0.0,556.7066631593857,408.6226907589891,94.3017768,69.21750417119999,0.0,0.0,2985.634601136713,212.620624619873,0.0,CT,8.711536189069424,97.64579025110784
41,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,5405.0,3257.0,0.0,148.0,33.3967079,-86.1597137,0.45,984.2975235,593.1280359,0.0,390.13616641446004,235.09222830932399,0.0,590.5789037049028,433.4849153193987,221.6023716,162.6561407544,0.0,0.0,3360.003077098349,1174.1252997810611,0.0,CT,11.643161004431315,130.50576070901036
42,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,0.0,375.0,0.0,148.0,32.8595687,-85.8023774,0.45,0.0,68.2907625,0.0,0.0,27.0677266245,0.0,0.0,0.0,25.51455,18.727679700000003,0.0,0.0,0.0,15.56472545344688,0.0,CT,0.5040620384047267,5.649926144756278
43,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,1422.0,1465.0,0.0,148.0,33.2095614,-87.5675258,0.45,258.9585714,266.7892455,0.0,102.64081936010399,105.74458534637999,0.0,155.37524534104935,114.04543008033022,99.676842,73.162802028,0.0,0.0,232.56666830918843,237.54953163608192,0.0,CT,3.880605612998523,43.49689807976367
44,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127,0.0,522.0,0.0,148.0,33.7804491,-87.2767248,0.45,0.0,95.0607414,0.0,0.0,37.678275461304004,0.0,0.0,0.0,35.5162536,26.0689301424,0.0,0.0,0.0,30.15920818102769,0.0,CT,0.7016543574593797,7.8646971935007395
45,COUNTY,ALABAMA,1,WIREGRASS,60,BARBOUR,5,6825.0,1065.0,0.0,148.0,31.8589311,-85.4032078,0.45,1242.8918775,193.9457655,0.0,492.63262456589996,76.87234361358,0.0,745.7356184617875,547.369943950952,72.461322,53.186610347999995,0.0,0.0,5357.394037047763,125.53884961732113,0.0,CT,10.605465288035452,118.87444608567209
46,COUNTY,ALABAMA,1,WIREGRASS,60,COFFEE,31,12628.0,2317.0,0.0,148.0,31.3629619,-85.9870669,0.45,2299.6686636,421.9458579,0.0,911.4966715044959,167.242460237244,0.0,1379.802108415451,1012.7747475769411,157.64589959999998,115.71209030639999,0.0,0.0,18340.76409990568,594.1977414033747,0.0,CT,20.088552437223044,225.16838995568688
47,COUNTY,ALABAMA,1,WIREGRASS,60,COVINGTON,39,13390.0,2246.0,0.0,148.0,31.196549,-86.4597236,0.45,2438.435493,409.0161402,0.0,966.49829200548,162.117637329672,0.0,1463.0622609821737,1073.8876995609155,152.81514479999998,112.16631628319999,0.0,0.0,20620.986245456592,558.3396023859201,0.0,CT,21.017370753323487,235.5793205317578
48,COUNTY,ALABAMA,1,WIREGRASS,60,CRENSHAW,41,0.0,1481.0,0.0,148.0,31.6809362,-86.3244009,0.45,0.0,269.7029847,0.0,0.0,106.899475015692,0.0,0.0,0.0,100.7654628,73.9618496952,0.0,0.0,0.0,242.7666615843392,0.0,CT,1.9907090103397342,22.31344165435746
49,COUNTY,ALABAMA,1,WIREGRASS,60,DALE,45,10656.0,1925.0,0.0,148.0,31.3940969,-85.623763,0.45,1940.5503072,350.55924749999997,0.0,769.156519761792,138.9476633391,0.0,1164.3309524291292,854.6189190829808,130.97468999999998,96.13542245999999,0.0,0.0,13059.805294393753,410.1478098377179,0.0,CT,16.910945347119647,189.55125553914328
50,COUNTY,ALABAMA,1,WIREGRASS,60,GENEVA,61,22530.0,4009.0,0.0,148.0,31.0862933,-85.803014,0.45,4102.909011,730.0737783,0.0,1626.22901559996,289.372042766988,0.0,2461.7470306145165,1806.9223204710552,272.76754919999996,200.21138111279998,0.0,0.0,58380.88335783555,1778.8979785284262,0.0,CT,35.67280649926145,399.84903988183163
51,COUNTY,ALABAMA,1,WIREGRASS,60,HENRY,67,19876.0,4819.0,0.0,148.0,31.4838041,-85.2447377,0.45,3619.5925212,877.5818253000001,0.0,1434.661691702832,347.83833227590804,0.0,2171.756945428057,1594.069597944194,327.8789772,240.66316926480002,0.0,0.0,45436.644864384325,2570.353061233874,0.0,CT,33.19416543574594,372.0664697193501
52,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,17389.0,1762.0,85.0,148.0,31.1355603,-85.2654592,0.45,3166.6881843,320.8755294,15.4792395,1255.148528729148,127.18222483298402,6.13535136822,1900.014164019344,1394.6103963901987,119.8843656,87.9951243504,0.3855515,0.282994801,34777.43066916508,343.6297350449147,0.05331183196845126,CT,25.856366322008864,289.81861152141806
53,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,4524.0,2140.0,0.0,148.0,31.7615793,-85.9259465,0.45,823.8597588,389.71261799999996,0.0,326.545053997968,154.46649327048,0.0,494.3161813803849,362.8280771332025,145.60303199999998,106.872625488,0.0,0.0,2353.9296053066028,506.8815408825267,0.0,CT,8.957518463810931,100.4029542097489
54,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,4713.0,2012.0,0.0,148.0,32.2698458,-85.1959487,0.45,858.2783030999999,366.4027044,0.0,340.1871882167159,145.227375915984,0.0,514.9673215839421,377.9860140426135,136.8940656,100.48024415040001,0.0,0.0,2554.7191182880133,448.0586663539076,0.0,CT,9.039512555391433,101.32200886262926
55,COUNTY,ALABAMA,1,BLACK BELT,40,BULLOCK,11,0.0,1292.0,0.0,148.0,32.09929,-85.7091657,0.45,0.0,235.2844404,0.0,0.0,93.257340796944,0.0,0.0,0.0,87.9061296,64.5230991264,0.0,0.0,0.0,184.75829951518256,0.0,CT,1.7366617429837519,19.465878877400296
56,COUNTY,ALABAMA,1,BLACK BELT,40,GREENE,63,0.0,34.0,0.0,148.0,32.8620514,-87.9915392,0.45,0.0,6.1916958,0.0,0.0,2.454140547288,0.0,0.0,0.0,2.3133192,1.6979762928000002,0.0,0.0,0.0,0.12794896088309043,0.0,CT,0.04570162481536189,0.5122599704579025
57,COUNTY,ALABAMA,1,BLACK BELT,40,HALE,65,0.0,0.0,0.0,148.0,32.7412417,-87.6561668,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,0.0,0.0
58,COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,0.0,2882.0,0.0,148.0,32.0895908,-88.2219652,0.45,0.0,524.8372734000001,0.0,0.0,208.02450168482403,0.0,0.0,0.0,196.08782159999998,143.9284610544,0.0,0.0,0.0,919.3203676245,0.0,CT,3.8738847858197936,43.421565731166915
59,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,29,0.0,492.0,0.0,148.0,33.6506958,-85.5017359,0.45,0.0,89.5974804,0.0,0.0,35.512857331344,0.0,0.0,0.0,33.4750896,24.5707157664,0.0,0.0,0.0,26.792246770938057,0.0,CT,0.6613293943870016,7.412703101920237
60,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,SAINT CLAIR,115,0.0,55.0,0.0,148.0,32.5348561,-86.2333022,0.45,0.0,10.0159785,0.0,0.0,3.96993323826,0.0,0.0,0.0,3.7421339999999996,2.746726356,0.0,0.0,0.0,0.334814538643035,0.0,CT,0.07392909896602659,0.8286558345642542
61,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,WINSTON,133,0.0,70.0,0.0,148.0,34.1328863,-87.361354,0.45,0.0,12.747608999999999,0.0,0.0,5.052642303239999,0.0,0.0,0.0,4.762716,3.495833544,0.0,0.0,0.0,0.5423442113556601,0.0,CT,0.09409158050221567,1.0546528803545052
62,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,BIBB,7,0.0,827.0,0.0,148.0,32.971079,-87.1227088,0.45,0.0,150.6038949,0.0,0.0,59.693359782563995,0.0,0.0,0.0,56.268087599999994,41.300776298399995,0.0,0.0,0.0,75.69896614862556,0.0,CT,1.1116248153618908,12.459970457902513
63,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CLAY,27,0.0,0.0,0.0,148.0,33.715158,-86.58666945,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,0.0,0.0
64,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,COOSA,37,0.0,22.0,0.0,148.0,32.9181762,-86.2327497,0.45,0.0,4.0063914,0.0,0.0,1.5879732953039998,0.0,0.0,0.0,1.4968536,1.0986905424,0.0,0.0,0.0,0.053570326182885604,0.0,CT,0.02957163958641064,0.33146233382570167
65,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,JEFFERSON,73,0.0,114.0,0.0,148.0,33.5228184,-86.9164513,0.45,0.0,20.7603918,0.0,0.0,8.228588893848,0.0,0.0,0.0,7.7564231999999995,5.6932146288,0.0,0.0,0.0,1.4384296675057466,0.0,CT,0.15323485967503694,1.7175775480059086
66,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,0.0,0.0,0.0,34.5,35.7218038,-113.827117,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,0.0,0.0
67,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,0.0,23292.0,0.0,34.5,31.8514532,-109.8181858,0.4,0.0,3770.3785248000004,0.0,0.0,1494.427232089728,0.0,0.0,0.0,1584.7597296,1163.2136415264001,0.0,0.0,0.0,60047.16279406335,0.0,CT,31.30830132939439,350.92821270310196
68,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,26179.0,5156.0,228.0,34.5,32.8397096,-109.8685752,0.4,4237.7099176,834.6244064,36.9073632,1679.6587029399361,330.811729720704,14.628602477951999,2860.456081422877,2099.5747637643917,350.8080528,257.4931107552,2.0683811160000003,1.5181917391440003,78823.25857593087,2942.4205596599763,0.7671630812932038,CT,42.42589364844904,475.5429837518464
69,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,176.0,0.0,0.0,34.5,33.2312681,-109.2751297,0.4,28.4898944,0.0,0.0,11.292254544383999,0.0,0.0,19.23069140648712,14.115327492361548,0.0,0.0,0.0,0.0,3.5626537362173973,0.0,0.0,CT,0.2365731166912851,2.6516986706056134
70,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,10987.0,0.0,0.0,34.5,34.2256824,-114.1927164,0.4,1778.5140328,0.0,0.0,704.931822040608,0.0,0.0,1200.4977641083751,881.1653588555474,0.0,0.0,0.0,0.0,13883.7417743488,0.0,0.0,CT,14.768345642540622,165.5353028064993
71,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,27659.0,0.0,982.0,34.5,33.34883,-112.49123,0.4,4477.2840296,0.0,158.9606608,1774.616297972256,0.0,63.005647514688,3022.1687137047006,2218.27183585925,0.0,0.0,8.908553754000001,6.538878455436001,87987.55043862131,0.0,14.23118211767058,CT,38.498242245199414,431.5187592319055
72,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,11693.0,0.0,0.0,34.5,32.1112624,-111.6546163,0.4,1892.7973591999998,0.0,0.0,750.2291612925119,0.0,0.0,1277.6390603184882,937.7870702737703,0.0,0.0,0.0,0.0,15725.344842421237,0.0,0.0,CT,15.717326440177255,176.17223042836042
73,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,88107.0,1184.0,1156.0,34.5,32.8085851,-111.4426212,0.4,14262.267760800001,191.6592896,187.12680640000002,5652.992449670688,75.966076025856,74.169580984704,9627.037089496367,7066.245223690334,80.55793919999999,59.12952737279999,10.487055132000002,7.6974984668880015,892830.6823750837,155.16091566412248,19.72121505469057,CT,121.57573116691286,1362.7169867060563
